movie_financial_summary_display_name,movie_financial_summary_domestic_box_office,movie_financial_summary_production_budget,movie_acting_role_display_name,movie_acting_role_billing,movie_acting_role_character_name,movie_technical_role_display_name,movie_genre_display_name,movie_source_display_name,movie_creative_type_display_name,movie_production_method_display_name,movie_sequel,movie_theatrical_release_release_date
The Conjuring,137400141,20000000,Patrick Wilson,2,Ed Warren,James Wan,Horror,Original Screenplay,Fantasy,Live Action,0,2013-07-19
The Conjuring,137400141,20000000,Lili Taylor,3,Carolyn Perron,James Wan,Horror,Original Screenplay,Fantasy,Live Action,0,2013-07-19
The Conspirator,11538204,25000000,James McAvoy,1,Frederick Aiken,Robert Redford,Drama,Based on Real Life Events,Dramatization,Live Action,0,2011-04-15
The Conspirator,11538204,25000000,Robin Wright,2,Mary Surratt,Robert Redford,Drama,Based on Real Life Events,Dramatization,Live Action,0,2011-04-15
The Conspirator,11538204,25000000,Kevin Kline,3,Secretary Edwin M. Stanton,Robert Redford,Drama,Based on Real Life Events,Dramatization,Live Action,0,2011-04-15
The Corpse Bride,53359111,30000000,Emily Watson,3,Victoria Everglot,Tim Burton,Adventure,Based on Folk Tale/Legend/Fairytale,Fantasy,Stop-Motion Animation,0,2005-09-16
The Corpse Bride,53359111,30000000,Helena Bonham Carter,2,The Corpse Bride,Tim Burton,Adventure,Based on Folk Tale/Legend/Fairytale,Fantasy,Stop-Motion Animation,0,2005-09-16
The Corpse Bride,53359111,30000000,Johnny Depp,1,Victor Van Dort,Tim Burton,Adventure,Based on Folk Tale/Legend/Fairytale,Fantasy,Stop-Motion Animation,0,2005-09-16
The Counselor,16859494,25000000,Cameron Diaz,3,Malkiuna,Ridley Scott,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2013-10-25
The Counselor,16859494,25000000,Michael Fassbender,1,Counselor,Ridley Scott,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2013-10-25
The Counselor,16859494,25000000,Penelope Cruz,2,Laura,Ridley Scott,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2013-10-25
The Covenant,23364784,20000000,Sebastian Stan,2,Chase Collins,Renny Harlin,Thriller/Suspense,Based on Comic/Graphic Novel,Contemporary Fiction,Live Action,0,2006-09-08
The Covenant,23364784,20000000,Steven Strait,1,Caleb Danvers,Renny Harlin,Thriller/Suspense,Based on Comic/Graphic Novel,Contemporary Fiction,Live Action,0,2006-09-08
The Covenant,23364784,20000000,Laura Ramsey,3,Sarah Wenham,Renny Harlin,Thriller/Suspense,Based on Comic/Graphic Novel,Contemporary Fiction,Live Action,0,2006-09-08
The Croods,187168425,135000000,Ryan Reynolds,3,Guy,Chris Sanders,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2013-03-22
The Croods,187168425,135000000,Nicolas Cage,1,Grug,Chris Sanders,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2013-03-22
The Croods,187168425,135000000,Emma Stone ,2,Eep,Chris Sanders,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2013-03-22
The Curious Case of Benjamin Button,127509326,160000000,Taraji P. Henson,3,Queenie,David Fincher,Drama,Based on Fiction Book/Short Story,Fantasy,Live Action,0,2008-12-25
The Curious Case of Benjamin Button,127509326,160000000,Cate Blanchett,2,Daisy,David Fincher,Drama,Based on Fiction Book/Short Story,Fantasy,Live Action,0,2008-12-25
The Curious Case of Benjamin Button,127509326,160000000,Brad Pitt,1,Benjamin Button,David Fincher,Drama,Based on Fiction Book/Short Story,Fantasy,Live Action,0,2008-12-25
The Da Vinci Code,217536138,125000000,Ian McKellen,3,Sir Leigh Teabing,Ron Howard,Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2006-05-19
The Da Vinci Code,217536138,125000000,Audrey Tautou,2,Sophie Neveu,Ron Howard,Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2006-05-19
The Da Vinci Code,217536138,125000000,Tom Hanks,1,Robert Langdon,Ron Howard,Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2006-05-19
The Damned United,449865,6400000,Colm Meaney,3,Don Revie,Tom Hooper,Drama,Based on Factual Book/Article,Dramatization,Live Action,0,2009-10-09
The Damned United,449865,6400000,Timothy Spall,2,Peter Taylor,Tom Hooper,Drama,Based on Factual Book/Article,Dramatization,Live Action,0,2009-10-09
The Damned United,449865,6400000,Michael Sheen,1,Brian Clough,Tom Hooper,Drama,Based on Factual Book/Article,Dramatization,Live Action,0,2009-10-09
The Dark Knight,533345358,185000000,Heath Ledger,3,Joker,Christopher Nolan,Action,Based on Comic/Graphic Novel,Super Hero,Live Action,1,2008-07-18
The Dark Knight,533345358,185000000,Michael Caine,2,Alfred ,Christopher Nolan,Action,Based on Comic/Graphic Novel,Super Hero,Live Action,1,2008-07-18
The Dark Knight,533345358,185000000,Christian Bale,1,Bruce Wayne,Christopher Nolan,Action,Based on Comic/Graphic Novel,Super Hero,Live Action,1,2008-07-18
The Dark Knight Rises,448139099,275000000,Gary Oldman,3,Commissioner Gordon,Christopher Nolan,Action,Based on Comic/Graphic Novel,Super Hero,Live Action,1,2012-07-20
The Dark Knight Rises,448139099,275000000,Christian Bale,1,Bruce Wayne/Batman,Christopher Nolan,Action,Based on Comic/Graphic Novel,Super Hero,Live Action,1,2012-07-20
The Dark Knight Rises,448139099,275000000,Michael Caine,2,Alfred,Christopher Nolan,Action,Based on Comic/Graphic Novel,Super Hero,Live Action,1,2012-07-20
The Day After Tomorrow,186740799,125000000,Ian Holm,3,Terry Rapson,Roland Emmerich,Adventure,Based on Fiction Book/Short Story,Science Fiction,Live Action,0,2004-05-28
The Day After Tomorrow,186740799,125000000,Jake Gyllenhaal,2,Sam Hall,Roland Emmerich,Adventure,Based on Fiction Book/Short Story,Science Fiction,Live Action,0,2004-05-28
The Day After Tomorrow,186740799,125000000,Dennis Quaid,1,Professor Jack Hall,Roland Emmerich,Adventure,Based on Fiction Book/Short Story,Science Fiction,Live Action,0,2004-05-28
The Day the Earth Stood Still,79366978,80000000,Kathy Bates,3,Regina Jackson,Scott Derrickson,Adventure,Remake,Science Fiction,Live Action,0,2008-12-12
The Day the Earth Stood Still,79366978,80000000,Jennifer Connelly,2,Helen Benson,Scott Derrickson,Adventure,Remake,Science Fiction,Live Action,0,2008-12-12
The Day the Earth Stood Still,79366978,80000000,Keanu Reeves,1,Klaatu,Scott Derrickson,Adventure,Remake,Science Fiction,Live Action,0,2008-12-12
The Debt,31177548,20000000,Helen Mirren,1,Rachel Singer,John Madden,Thriller/Suspense,Remake,Historical Fiction,Live Action,0,2011-08-31
The Debt,31177548,20000000,Sam Worthington,2,Young David,John Madden,Thriller/Suspense,Remake,Historical Fiction,Live Action,0,2011-08-31
The Debt,31177548,20000000,Jessica Chastain,3,Young Rachel,John Madden,Thriller/Suspense,Remake,Historical Fiction,Live Action,0,2011-08-31
The Departed,133311000,90000000,Jack Nicholson,3,Frank Costello,Martin Scorsese,Drama,Remake,Contemporary Fiction,Live Action,0,2006-10-06
The Departed,133311000,90000000,Leonardo DiCaprio,1,Billy Costigan,Martin Scorsese,Drama,Remake,Contemporary Fiction,Live Action,0,2006-10-06
The Departed,133311000,90000000,Matt Damon,2,Colin Sullivan,Martin Scorsese,Drama,Remake,Contemporary Fiction,Live Action,0,2006-10-06
The Devil Inside,53261944,1000000,Fernada Andrade,1,Isabella Rossi,Matthew Peterman,Horror,Original Screenplay,Fantasy,Live Action,0,2012-01-06
The Devil Inside,53261944,1000000,Simon Quarterman,2,Ben,Matthew Peterman,Horror,Original Screenplay,Fantasy,Live Action,0,2012-01-06
The Devil Inside,53261944,1000000,Evan Helmuth,3,David,Matthew Peterman,Horror,Original Screenplay,Fantasy,Live Action,0,2012-01-06
The Devil's Double,1361512,19100000,Raad Rawi ,3,Munem,Lee Tamahori,Drama,Based on Real Life Events,Dramatization,Live Action,0,2011-07-29
The Devil's Double,1361512,19100000,Dominic Cooper,1,Latif Yahia / Uday Hussein,Lee Tamahori,Drama,Based on Real Life Events,Dramatization,Live Action,0,2011-07-29
The Devil's Double,1361512,19100000,Ludivine Sagnier,2,Sarrab,Lee Tamahori,Drama,Based on Real Life Events,Dramatization,Live Action,0,2011-07-29
The Devil's Own,42885593,90000000,Harrison Ford,1,Tom O'Meara,Alan J. Pakula,Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,1997-03-26
The Devil's Own,42885593,90000000,Brad Pitt,2,Rory Devaney,Alan J. Pakula,Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,1997-03-26
The Devil's Own,42885593,90000000,Margaret Colin,3,Sheila O'Meara,Alan J. Pakula,Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,1997-03-26
The Dictator,59650222,65000000,Ben Kingsley,3,Tamir,Larry Charles,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2012-05-16
The Dictator,59650222,65000000,Sacha Baron Cohen,1,Aldeen/Efawadh,Larry Charles,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2012-05-16
The Dictator,59650222,65000000,Anna Faris,2,Zoey,Larry Charles,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2012-05-16
The Dilemma,48475290,70000000,Kevin James,2,Nick Backman,Ron Howard,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-01-14
The Dilemma,48475290,70000000,Jennifer Connelly,3,Beth Valentine,Ron Howard,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-01-14
The Dilemma,48475290,70000000,Vince Vaughn ,1,Ronny Valentine,Ron Howard,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-01-14
The Divide,18000,3000000,Lauren German,1,Eva,Xavier Gens,Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,0,2012-01-13
The Divide,18000,3000000,Michael Biehn,2,Mickey,Xavier Gens,Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,0,2012-01-13
The Divide,18000,3000000,Milo Ventimiglia,3,Josh,Xavier Gens,Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,0,2012-01-13
The Exorcist,204868002,12000000,Ellen Burstyn,1,Chris MacNeil,William Friedkin,Horror,Based on Fiction Book/Short Story,Fantasy,Live Action,0,1973-12-26
The Exorcist,204868002,12000000,Lee J. Cobb,3,Lieutenant William Kinderman,William Friedkin,Horror,Based on Fiction Book/Short Story,Fantasy,Live Action,0,1973-12-26
The Exorcist,204868002,12000000,Max von Sydow,2,Father Lankester Merrin,William Friedkin,Horror,Based on Fiction Book/Short Story,Fantasy,Live Action,0,1973-12-26
The Expendables,103068524,82000000,Sylvester Stallone,1,Barney Ross,Sylvester Stallone,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2010-08-13
The Expendables,103068524,82000000,Jet Li,3,Yin Yang,Sylvester Stallone,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2010-08-13
The Expendables,103068524,82000000,Jason Statham,2,Lee Christmas,Sylvester Stallone,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2010-08-13
The Expendables 2,85028192,100000000,Jason Statham,2,Lee Christmas,Simon West,Action,Original Screenplay,Contemporary Fiction,Live Action,1,2012-08-17
The Expendables 2,85028192,100000000,Jet Li,3,Yin Yang,Simon West,Action,Original Screenplay,Contemporary Fiction,Live Action,1,2012-08-17
The Expendables 2,85028192,100000000,Sylvester Stallone,1,Barney Ross,Simon West,Action,Original Screenplay,Contemporary Fiction,Live Action,1,2012-08-17
The Eye,31418697,12000000,Parker Posey,3,Helen Wells,Nancy Nayor Battino,Thriller/Suspense,Remake,Fantasy,Live Action,0,2008-02-01
The Eye,31418697,12000000,Alessandro Nivola,2,Dr. Paul Faulkner,Nancy Nayor Battino,Thriller/Suspense,Remake,Fantasy,Live Action,0,2008-02-01
The Eye,31418697,12000000,Jessica Alba,1,Sydney Wells,Nancy Nayor Battino,Thriller/Suspense,Remake,Fantasy,Live Action,0,2008-02-01
The Family,36814564,30000000,Tommy Lee Jones,3,Tom Quintiliani,Luc Besson,Black Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2013-09-13
The Family,36814564,30000000,Robert De Niro,1,Fred Blake,Luc Besson,Black Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2013-09-13
The Family,36814564,30000000,Michelle Pfeiffer,2,Maggie Blake,Luc Besson,Black Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2013-09-13
The Fantastic Mr. Fox,21002919,40000000,George Clooney,1,Mr. Fox,Wes Anderson,Adventure,Based on Fiction Book/Short Story,Kids Fiction,Stop-Motion Animation,0,2009-11-13
The Fast and the Furious,144512310,38000000,Michelle Rodriguez,3,Letty,Rob Cohen,Action,Based on Factual Book/Article,Contemporary Fiction,Live Action,0,2001-06-22
The Fast and the Furious,144512310,38000000,Paul Walker,1,Brian O'Conner,Rob Cohen,Action,Based on Factual Book/Article,Contemporary Fiction,Live Action,0,2001-06-22
The Fast and the Furious,144512310,38000000,Vin Diesel,2,Dominic Toretto,Rob Cohen,Action,Based on Factual Book/Article,Contemporary Fiction,Live Action,0,2001-06-22
The Fifth Estate,3254172,26000000,Daniel Bruhl,2,Daniel Domscheit-Berg,Bill Condon,Drama,Based on Real Life Events,Dramatization,Live Action,0,2013-10-18
The Fifth Estate,3254172,26000000,Anthony Mackie,3,Sam Coulson,Bill Condon,Drama,Based on Real Life Events,Dramatization,Live Action,0,2013-10-18
The Fifth Estate,3254172,26000000,Benedict Cumberbatch,1,Julian Assange,Bill Condon,Drama,Based on Real Life Events,Dramatization,Live Action,0,2013-10-18
The Fighter,93617009,11000000,Amy Adams,3,Charlene Fleming,David Hoberman,Drama,Based on Real Life Events,Dramatization,Live Action,0,2010-12-10
The Fighter,93617009,11000000,Christian Bale,2,Dickie Eklund,David Hoberman,Drama,Based on Real Life Events,Dramatization,Live Action,0,2010-12-10
The Fighter,93617009,11000000,Mark Wahlberg,1,Mickey Ward,David Hoberman,Drama,Based on Real Life Events,Dramatization,Live Action,0,2010-12-10
The Firm,158340892,42000000,Ed Harris,3,Wayne Tarrance,Sydney Pollack,Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,1993-06-30
The Firm,158340892,42000000,Jeanne Tripplehorn,2,Abby McDeere,Sydney Pollack,Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,1993-06-30
The Firm,158340892,42000000,Tom Cruise,1,Mitch McDeere,Sydney Pollack,Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,1993-06-30
The Flintstones,130531208,45000000,Elizabeth Perkins,3,Wilma Flintstone,Brian Levant,Comedy,Based on TV,Historical Fiction,Live Action,0,1994-05-27
The Flintstones,130531208,45000000,Rick Moranis,2,Barney Rubble,Brian Levant,Comedy,Based on TV,Historical Fiction,Live Action,0,1994-05-27
The Flintstones,130531208,45000000,John Goodman,1,Fred Flintstone,Brian Levant,Comedy,Based on TV,Historical Fiction,Live Action,0,1994-05-27
The Forbidden Kingdom,52075270,55000000,Jackie Chan,1,Old Hop/Lu Yan,Rob Minkoff,Action,Based on Fiction Book/Short Story,Fantasy,Live Action,0,2008-04-18
The Forbidden Kingdom,52075270,55000000,Michael Angarano,3,Jason Tripitikas,Rob Minkoff,Action,Based on Fiction Book/Short Story,Fantasy,Live Action,0,2008-04-18
The Forbidden Kingdom,52075270,55000000,Jet Li,2,The Monkey King/The Silent Monk,Rob Minkoff,Action,Based on Fiction Book/Short Story,Fantasy,Live Action,0,2008-04-18
The Fourth Kind,26218170,10000000,Milla Jovovich,1,,Olatunde Osunsanmi,Thriller/Suspense,Original Screenplay,Historical Fiction,Live Action,0,2009-11-06
The Future,568662,1000000,Hamish Linklater,1,Jason,Miranda July,Drama,Original Screenplay,Science Fiction,Live Action,0,2011-07-29
The Future,568662,1000000,Miranda July,2,Sophie,Miranda July,Drama,Original Screenplay,Science Fiction,Live Action,0,2011-07-29
The Future,568662,1000000,David Warshofsky,3,Marshall,Miranda July,Drama,Original Screenplay,Science Fiction,Live Action,0,2011-07-29
The Game Plan,90648202,22000000,Madison Pettis,2,Peyton Kelly,Andy Fickman,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2007-09-28
The Game Plan,90648202,22000000,Kyra Sedgwick,3,Stella Peck,Andy Fickman,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2007-09-28
The Game Plan,90648202,22000000,Dwayne Johnson,1,Joe Kingman,Andy Fickman,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2007-09-28
The Gatekeepers,2408553,1500000,Ami Ayalon,1,,Dror Moreh,Documentary,Based on Real Life Events,Factual,Live Action,0,2013-02-01
The Gatekeepers,2408553,1500000,Avraham Shalom,2,,Dror Moreh,Documentary,Based on Real Life Events,Factual,Live Action,0,2013-02-01
The Gatekeepers,2408553,1500000,Dror Moreh,3,,Dror Moreh,Documentary,Based on Real Life Events,Factual,Live Action,0,2013-02-01
The Girl with the Dragon Tattoo,102515793,90000000,Daniel Craig,1,Mikael Blomkvist,Steven Zaillian,Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2011-12-20
The Girl with the Dragon Tattoo,102515793,90000000,Rooney Mara,2,Lisbeth Salander,Steven Zaillian,Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2011-12-20
The Girl with the Dragon Tattoo,102515793,90000000,Christopher Plummer,3,Henrik Vanger,Steven Zaillian,Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2011-12-20
The Godfather: Part III,66520529,54000000,Andy Garcia,2,Vincent Mancini,Francis Ford Coppola,Drama,,Historical Fiction,Live Action,1,1990-12-25
The Godfather: Part III,66520529,54000000,Diane Keaton,3,Kay Adams,Francis Ford Coppola,Drama,,Historical Fiction,Live Action,1,1990-12-25
The Godfather: Part III,66520529,54000000,Al Pacino,1,Michael Corleone,Francis Ford Coppola,Drama,,Historical Fiction,Live Action,1,1990-12-25
The Good Guy,100688,10000000,Alexis Bledel,1,Beth,Julio Depietro,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2010-02-19
The Good Guy,100688,10000000,Scott Porter,2,Tommy ,Julio Depietro,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2010-02-19
The Good Guy,100688,10000000,Bryan Greenberg,3,Daniel,Julio Depietro,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2010-02-19
The Good Heart,20930,3800000,Brian Cox,1,Jacques,,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2010-04-30
The Good Heart,20930,3800000,Paul Dano,2,Lucas,,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2010-04-30
The Good Heart,20930,3800000,Isild Le Besco,3,,,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2010-04-30
The Grace Card,2430735,200000,Joy Moore,3,Sara McDonald,David G. Evans,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2011-02-25
The Grace Card,2430735,200000,Michael Joiner,1,Mac McDonald,David G. Evans,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2011-02-25
The Grace Card,2430735,200000,Michael Higgenbottom,2,Sam Wright,David G. Evans,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2011-02-25
The Great Escape,11744471,4000000,Steve McQueen,1,Captain Virgil Hilts,John Sturges,Drama,Based on Real Life Events,Historical Fiction,Live Action,0,1963-08-08
The Great Escape,11744471,4000000,James Garner,2,Flight Lt. Bob Anthony 'The Scrounger' Hendley,John Sturges,Drama,Based on Real Life Events,Historical Fiction,Live Action,0,1963-08-08
The Great Escape,11744471,4000000,Richard Attenborough,3,Squadron Leader Roger Bartlett 'Big X',John Sturges,Drama,Based on Real Life Events,Historical Fiction,Live Action,0,1963-08-08
The Great Gatsby,144840419,190000000,Leonardo DiCaprio,1,Jay Gatsby,Baz Luhrmann,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2013-05-10
The Great Gatsby,144840419,190000000,Tobey Maguire,2,Nick Carraway,Baz Luhrmann,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2013-05-10
The Great Gatsby,144840419,190000000,Joel Edgerton,3,Tom Buchanan,Baz Luhrmann,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2013-05-10
The Green Hornet,98780042,110000000,Cameron Diaz,3,Lenore Case,Neal H. Moritz,Action,Based on TV,Super Hero,Live Action,0,2011-01-14
The Green Hornet,98780042,110000000,Jay Chou,2,Kato,Neal H. Moritz,Action,Based on TV,Super Hero,Live Action,0,2011-01-14
The Green Hornet,98780042,110000000,Seth Rogen,1,Brit Reid/The Green Hornet,Neal H. Moritz,Action,Based on TV,Super Hero,Live Action,0,2011-01-14
The Green Mile,136801374,60000000,Bonnie Hunt,3,Jan Edgecomb,Frank Darabont,Drama,Based on Fiction Book/Short Story,Fantasy,Live Action,0,1999-12-10
The Green Mile,136801374,60000000,David Morse,2,Brutus Howell,Frank Darabont,Drama,Based on Fiction Book/Short Story,Fantasy,Live Action,0,1999-12-10
The Green Mile,136801374,60000000,Tom Hanks,1,Paul Edgecomb,Frank Darabont,Drama,Based on Fiction Book/Short Story,Fantasy,Live Action,0,1999-12-10
The Grey,51580136,25000000,Liam Neeson,1,John Ottway,Joe Carnahan,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Animation/Live Action,0,2012-01-27
The Grey,51580136,25000000,Frank Grillo,2,Diaz,Joe Carnahan,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Animation/Live Action,0,2012-01-27
The Grey,51580136,25000000,Dermot Mulroney,3,Talget,Joe Carnahan,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Animation/Live Action,0,2012-01-27
The Grudge,110359362,10000000,KaDee Strickland,3,Susan Williams,Christopher Young,Horror,Remake,Fantasy,Live Action,0,2004-10-22
The Grudge,110359362,10000000,Jason Behr,2,Doug,Christopher Young,Horror,Remake,Fantasy,Live Action,0,2004-10-22
The Grudge,110359362,10000000,Sarah Michelle Gellar,1,Karen,Christopher Young,Horror,Remake,Fantasy,Live Action,0,2004-10-22
The Guard,5359774,6000000,Don Cheadle,2,Wendell Everett,Jina Jay,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-07-29
The Guard,5359774,6000000,Brendan Gleeson,1,Gerry Boyle,Jina Jay,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-07-29
The Guard,5359774,6000000,Liam Cunningham,3,Francis Sheehy-Skeffington,Jina Jay,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-07-29
The Guilt Trip,37134215,40000000,Seth Rogen,2,Andrew Brewster,Anne Fletcher,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2012-12-19
The Guilt Trip,37134215,40000000,Barbra Streisand,1,Joyce Brewster,Anne Fletcher,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2012-12-19
The Guilt Trip,37134215,40000000,Julene Renee,3,kmart Receptionist,Anne Fletcher,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2012-12-19
The Hangover,277322503,35000000,Bradley Cooper,1,Phil,Todd Phillips,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2009-06-05
The Hangover,277322503,35000000,Zach Galifianakis,3,Alan,Todd Phillips,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2009-06-05
The Hangover,277322503,35000000,Ed Helms,2,Stu,Todd Phillips,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2009-06-05
The Hangover 3,112200072,103000000,Zach Galifianakis,3,Alan,Todd Phillips,Comedy,Original Screenplay,Contemporary Fiction,Live Action,1,2013-05-23
The Hangover 3,112200072,103000000,Ed Helms,2,Stu,Todd Phillips,Comedy,Original Screenplay,Contemporary Fiction,Live Action,1,2013-05-23
The Hangover 3,112200072,103000000,Bradley Cooper,1,Phil,Todd Phillips,Comedy,Original Screenplay,Contemporary Fiction,Live Action,1,2013-05-23
The Haunting,91188905,80000000,Catherine Zeta-Jones,2,Theodora,Jan De Bont,Horror,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,1999-07-23
The Haunting,91188905,80000000,Liam Neeson,1,Dr. Jeffrey Marrow,Jan De Bont,Horror,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,1999-07-23
The Haunting,91188905,80000000,Owen Wilson,3,Luke Sannerson,Jan De Bont,Horror,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,1999-07-23
The Heart of Me,196067,7000000,Olivia Williams,2,Madeleine Masters,Steve Christian,,,,,0,2003-06-13
The Heart of Me,196067,7000000,Paul Bettany,3,Rickie Masters,Steve Christian,,,,,0,2003-06-13
The Heart of Me,196067,7000000,Helena Bonham Carter,1,Dinah,Steve Christian,,,,,0,2003-06-13
The Heat,159568801,43000000,Demián Bichir,3,Hale,Paul Feig,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2013-06-28
The Heat,159568801,43000000,Sandra Bullock,1,Ashbum,Paul Feig,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2013-06-28
The Heat,159568801,43000000,Melissa McCarthy,2,Mullins,Paul Feig,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2013-06-28
The Help,169705587,25000000,Emma Stone,1,Skeeter,Tate Taylor,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2011-08-10
The Help,169705587,25000000,Viola Davis,2,Aibileen,Tate Taylor,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2011-08-10
The Help,169705587,25000000,Bryce Dallas Howard,3,Hilly Holbrook,Tate Taylor,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2011-08-10
The Hobbit: An Unexpected Journey,303003568,250000000,Ian McKellen,1,Gandalf,Peter Jackson,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2012-12-14
The Hobbit: An Unexpected Journey,303003568,250000000,Martin Freeman,2,Bilbo,Peter Jackson,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2012-12-14
The Hobbit: An Unexpected Journey,303003568,250000000,Richard Armitage,3,Thorin,Peter Jackson,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2012-12-14
The Holiday,63280000,85000000,Jude Law,3,Graham,Nancy Meyers,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2006-12-08
The Holiday,63280000,85000000,Kate Winslet,2,Iris,Nancy Meyers,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2006-12-08
The Holiday,63280000,85000000,Cameron Diaz,1,Amanda,Nancy Meyers,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2006-12-08
The Host,26623701,50000000,Saorise Ronan,1,Melanie,Stephenie Meyer,Thriller/Suspense,Based on Fiction Book/Short Story,Science Fiction,Live Action,0,2013-03-29
The Host,26623701,50000000,Jake Abel,2,Ian O'Shea,Stephenie Meyer,Thriller/Suspense,Based on Fiction Book/Short Story,Science Fiction,Live Action,0,2013-03-29
The Host,26623701,50000000,Max Irons,3,Jared Howe,Stephenie Meyer,Thriller/Suspense,Based on Fiction Book/Short Story,Science Fiction,Live Action,0,2013-03-29
The Hudsucker Proxy,2816518,40000000,Mike Starr,3,Newsroom reporter,Joel Coen,Comedy,Original Screenplay,Historical Fiction,Live Action,0,1994-03-11
The Hudsucker Proxy,2816518,40000000,Paul Newman,2,Sidney J. Mussburger,Joel Coen,Comedy,Original Screenplay,Historical Fiction,Live Action,0,1994-03-11
