movie_financial_summary_display_name,movie_financial_summary_domestic_box_office,movie_financial_summary_production_budget,movie_acting_role_display_name,movie_acting_role_billing,movie_acting_role_character_name,movie_technical_role_display_name,movie_genre_display_name,movie_source_display_name,movie_creative_type_display_name,movie_production_method_display_name,movie_sequel,movie_theatrical_release_release_date
Green Zone,35497337,100000000,Brendan Gleeson,3,Martin Brown,Paul Greengrass,Drama,Based on Factual Book/Article,Historical Fiction,Live Action,0,2010-03-12
Green Zone,35497337,100000000,Greg Kinnear,2,Clark Poundstone,Paul Greengrass,Drama,Based on Factual Book/Article,Historical Fiction,Live Action,0,2010-03-12
Green Zone,35497337,100000000,Matt Damon,1,Miller,Paul Greengrass,Drama,Based on Factual Book/Article,Historical Fiction,Live Action,0,2010-03-12
Gremlins,148168459,11000000,Zach Galligan,1,Billy Peltzer,Joe Dante,Comedy,Original Screenplay,Fantasy,Live Action,0,1984-06-08
Gremlins,148168459,11000000,Phoebe Cates,2,Kate Beringer,Joe Dante,Comedy,Original Screenplay,Fantasy,Live Action,0,1984-06-08
Gremlins,148168459,11000000,Hoyt Axton,3,Randall Peltzer,Joe Dante,Comedy,Original Screenplay,Fantasy,Live Action,0,1984-06-08
Gremlins 2: The New Batch,41476097,50000000,Zach Galligan,1,Billy Peltzer,Michael Finnell,Comedy,Original Screenplay,Fantasy,Live Action,1,1990-06-15
Gremlins 2: The New Batch,41476097,50000000,John Glover,3,Daniel Clamp,Michael Finnell,Comedy,Original Screenplay,Fantasy,Live Action,1,1990-06-15
Gremlins 2: The New Batch,41476097,50000000,Phoebe Cates,2,Kate Beringer,Michael Finnell,Comedy,Original Screenplay,Fantasy,Live Action,1,1990-06-15
Grown Ups,162001186,75000000,Kevin James,2,Eric Lamonsoff,Dennis Dugan,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2010-06-25
Grown Ups,162001186,75000000,Chris Rock,3,Kurt McKenzie ,Dennis Dugan,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2010-06-25
Grown Ups,162001186,75000000,Adam Sandler,1,Lenny Feder,Dennis Dugan,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2010-06-25
Grown Ups 2,133668525,80000000,Adam Sandler,1,Leonard,Dennis Dugan,Comedy,Original Screenplay,Contemporary Fiction,Live Action,1,2013-07-12
Grown Ups 2,133668525,80000000,Kevin James,2,Eric,Dennis Dugan,Comedy,Original Screenplay,Contemporary Fiction,Live Action,1,2013-07-12
Grown Ups 2,133668525,80000000,Chris Rock,3,Kurt,Dennis Dugan,Comedy,Original Screenplay,Contemporary Fiction,Live Action,1,2013-07-12
Gulliver's Travels,42779261,112000000,Jason Segel,2,Horatio,Benjamin Cooley,Comedy,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,0,2010-12-25
Gulliver's Travels,42779261,112000000,Emily Blunt,3,Princess Mary,Benjamin Cooley,Comedy,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,0,2010-12-25
Gulliver's Travels,42779261,112000000,Jack Black,1,Gulliver,Benjamin Cooley,Comedy,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,0,2010-12-25
Hairspray,118871849,75000000,Christopher Walken,3,Wilbur Turnblad,Adam Shankman,Musical,Remake,Historical Fiction,Live Action,0,2007-07-20
Hairspray,118871849,75000000,Michelle Pfeiffer,2,Velma Von Tussle,Adam Shankman,Musical,Remake,Historical Fiction,Live Action,0,2007-07-20
Hairspray,118871849,75000000,John Travolta,1,Edna Turnblad,Adam Shankman,Musical,Remake,Historical Fiction,Live Action,0,2007-07-20
Halloween,58269151,15000000,Sheri Moon Zombie,2,Deborah Myers,Rob Zombie,Horror,,Fantasy,Live Action,1,2007-08-31
Halloween,58269151,15000000,Tyler Mane,1,Michael Myers,Rob Zombie,Horror,,Fantasy,Live Action,1,2007-08-31
Halloween,58269151,15000000,Malcolm McDowell,3,Dr. Samuel Loomis,Rob Zombie,Horror,,Fantasy,Live Action,1,2007-08-31
Halloween 2,33392973,15000000,Tyler Mane,2,Michael Myers,Rob Zombie,Horror,Original Screenplay,Fantasy,Live Action,1,2009-08-28
Halloween 2,33392973,15000000,Sheri Moon Zombie,3,Deborah Myers,Rob Zombie,Horror,Original Screenplay,Fantasy,Live Action,1,2009-08-28
Halloween 2,33392973,15000000,Malcolm McDowell,1,Dr. Samuel Loomis,Rob Zombie,Horror,Original Screenplay,Fantasy,Live Action,1,2009-08-28
Hancock,227946274,150000000,Jason Bateman,3,Ray Embrey,Peter Berg,Action,Original Screenplay,Super Hero,Live Action,0,2008-07-01
Hancock,227946274,150000000,Charlize Theron,2,Mary Embrey,Peter Berg,Action,Original Screenplay,Super Hero,Live Action,0,2008-07-01
Hancock,227946274,150000000,Will Smith,1,John Hancock,Peter Berg,Action,Original Screenplay,Super Hero,Live Action,0,2008-07-01
Hanna,40259119,30000000,Eric Bana,2,Erik,Joe Wright,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2011-04-08
Hanna,40259119,30000000,Tom Hollander,3,Isaacs,Joe Wright,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2011-04-08
Hanna,40259119,30000000,Saoirse Ronan,1,Hanna,Joe Wright,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2011-04-08
Hannibal,165092266,87000000,Anthony Hopkins,1,Dr. Hannibal Lecter,Ridley Scott,Horror,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2001-02-09
Hannibal,165092266,87000000,Ray Liotta,3,Paul Krendler,Ridley Scott,Horror,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2001-02-09
Hannibal,165092266,87000000,Julianne Moore,2,Clarice Starling,Ridley Scott,Horror,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2001-02-09
Hansel & Gretel: Witch Hunters,55703475,50000000,Jeremy Renner,1,Hansel,Tommy Wirkola,Action,Based on Folk Tale/Legend/Fairytale,Contemporary Fiction,Live Action,0,2013-01-25
Hansel & Gretel: Witch Hunters,55703475,50000000,Gemma Arterton,2,Gretel,Tommy Wirkola,Action,Based on Folk Tale/Legend/Fairytale,Contemporary Fiction,Live Action,0,2013-01-25
Hansel & Gretel: Witch Hunters,55703475,50000000,Famke Janssen,3,Muriel,Tommy Wirkola,Action,Based on Folk Tale/Legend/Fairytale,Contemporary Fiction,Live Action,0,2013-01-25
Happy Feet,198000317,85000000,Robin Williams,2,Ramone/Lovelace,George Miller,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2006-11-17
Happy Feet,198000317,85000000,Elijah Wood,1,Mumble,George Miller,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2006-11-17
Happy Feet,198000317,85000000,Brittany Murphy,3,Gloria,George Miller,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2006-11-17
Happy Feet Two,64006466,135000000,Jeffrey Garcia,3,Rinaldo,George Miller,Adventure,Original Screenplay,Kids Fiction,Digital Animation,1,2011-11-18
Happy Feet Two,64006466,135000000,Lombardo Boyar,2,Raul,George Miller,Adventure,Original Screenplay,Kids Fiction,Digital Animation,1,2011-11-18
Happy Feet Two,64006466,135000000,Carlos Alazraqui,1,Nester,George Miller,Adventure,Original Screenplay,Kids Fiction,Digital Animation,1,2011-11-18
Happy Gilmore,38623460,10000000,Julie Bowen,3,Virginia,Dennis Dugan,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,1996-02-16
Happy Gilmore,38623460,10000000,Christopher McDonald,2,Shooter,Dennis Dugan,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,1996-02-16
Happy Gilmore,38623460,10000000,Adam Sandler,1,Happy Gilmore,Dennis Dugan,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,1996-02-16
Harry Potter and the Deathly Hallows: Part I,295983305,125000000,Bill Nighy,1,Rufus Scrimgeour,David Yates,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2010-11-19
Harry Potter and the Deathly Hallows: Part I,295983305,125000000,Emma Watson,2,Hermione Granger,David Yates,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2010-11-19
Harry Potter and the Deathly Hallows: Part I,295983305,125000000,Richard Griffiths,3,Vernon Dursley,David Yates,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2010-11-19
Harry Potter and the Deathly Hallows: Part II,381011219,125000000,Ralph Fiennes,1,Lord Voldemort,David Yates,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2011-07-15
Harry Potter and the Deathly Hallows: Part II,381011219,125000000,Michael Gambon,2,Albus Dumbledore,David Yates,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2011-07-15
Harry Potter and the Deathly Hallows: Part II,381011219,125000000,Alan Rickman,3,Severus Snape,David Yates,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2011-07-15
Harry Potter and the Half-Blood Prince,301959197,250000000,Rupert Grint,2,Ron Weasley,David Yates,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2009-07-15
Harry Potter and the Half-Blood Prince,301959197,250000000,Emma Watson,3,Hermione Granger,David Yates,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2009-07-15
Harry Potter and the Half-Blood Prince,301959197,250000000,Daniel Radcliffe,1,Harry Potter,David Yates,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2009-07-15
Harry Potter and the Order of the Phoenix,292004738,150000000,Emma Watson,3,Hermione Granger,David Yates,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2007-07-11
Harry Potter and the Order of the Phoenix,292004738,150000000,Rupert Grint,2,Ron Weasley,David Yates,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2007-07-11
Harry Potter and the Order of the Phoenix,292004738,150000000,Daniel Radcliffe,1,Harry Potter,David Yates,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2007-07-11
Harry Potter and the Sorcerer's Stone,317575550,125000000,Emma Watson,3,Hermione Granger,Chris Columbus,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,0,2001-11-16
Harry Potter and the Sorcerer's Stone,317575550,125000000,Rupert Grint,2,Ronald 'Ron' Weasley,Chris Columbus,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,0,2001-11-16
Harry Potter and the Sorcerer's Stone,317575550,125000000,Daniel Radcliffe,1,Harry Potter,Chris Columbus,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,0,2001-11-16
Haywire,18942396,23000000,Gina Carano,1,Mallory Kane,Steven Soderbergh,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2012-01-20
Haywire,18942396,23000000,Ewan McGregor,2,Kenneth,Steven Soderbergh,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2012-01-20
Haywire,18942396,23000000,Michael Fassbender,3,Paul,Steven Soderbergh,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2012-01-20
He's Just Not That Into You,93953653,40000000,Jennifer Aniston,2,Beth,Ken Kwapis,Romantic Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2009-02-06
He's Just Not That Into You,93953653,40000000,Jennifer Connelly,3,Janine,Ken Kwapis,Romantic Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2009-02-06
He's Just Not That Into You,93953653,40000000,Ginnifer Goodwin,1,Gigi,Ken Kwapis,Romantic Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2009-02-06
Hellboy 2: The Golden Army,75986503,82500000,Doug Jones,3,Abe Sapien,Guillermo Del Toro,Action,Based on Comic/Graphic Novel,Super Hero,Live Action,1,2008-07-11
Hellboy 2: The Golden Army,75986503,82500000,Selma Blair,2,Liz Sherman,Guillermo Del Toro,Action,Based on Comic/Graphic Novel,Super Hero,Live Action,1,2008-07-11
Hellboy 2: The Golden Army,75986503,82500000,Ron Perlman,1,Hellboy,Guillermo Del Toro,Action,Based on Comic/Graphic Novel,Super Hero,Live Action,1,2008-07-11
Here Comes the Boom,45290318,42000000,Kevin James,1,Scott Voss,Frank Coraci,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2012-10-12
Here Comes the Boom,45290318,42000000,Salma Hayek,2,Bella Flores,Frank Coraci,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2012-10-12
Here Comes the Boom,45290318,42000000,Henry Winkler,3,Marty Streb,Frank Coraci,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2012-10-12
Hereafter,32746941,50000000,Jay Mohr,3,Billy,Clint Eastwood,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2010-10-22
Hereafter,32746941,50000000,Matt Damon,1,George Lonegan,Clint Eastwood,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2010-10-22
Hereafter,32746941,50000000,Cecile de France ,2,Marie LeLay ,Clint Eastwood,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2010-10-22
Hesher,382946,7000000,Joseph Gordon-Levitt,1,Hesher,Spencer Susser,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2011-05-13
Hesher,382946,7000000,Rainn Wilson,3,Paul Forney,Spencer Susser,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2011-05-13
Hesher,382946,7000000,Devin Brochu,2,T. J. Forney,Spencer Susser,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2011-05-13
Hide and Seek,51100486,25000000,Famke Janssen,3,Katherine,John Polson,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2005-01-28
Hide and Seek,51100486,25000000,Dakota Fanning,2,Emily Callaway,John Polson,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2005-01-28
Hide and Seek,51100486,25000000,Robert De Niro,1,Dr. David Callaway,John Polson,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2005-01-28
Higher Ground,841056,1800000,Norbet Leo Butz,3,Pastor Bill,Vera Farmiga,Drama,Based on Factual Book/Article,Historical Fiction,Live Action,0,2011-08-23
Higher Ground,841056,1800000,Vera Farmiga,1,Corinne,Vera Farmiga,Drama,Based on Factual Book/Article,Historical Fiction,Live Action,0,2011-08-23
Higher Ground,841056,1800000,Joshua Leonard,2,Ethan,Vera Farmiga,Drama,Based on Factual Book/Article,Historical Fiction,Live Action,0,2011-08-23
Hitch,177784257,55000000,Kevin James,3,Albert,Andy Tennant,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2005-02-11
Hitch,177784257,55000000,Eva Mendes,2,Sara,Andy Tennant,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2005-02-11
Hitch,177784257,55000000,Will Smith,1,Alex Hitchens,Andy Tennant,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2005-02-11
Hobo with a Shotgun,703372,3000000,Molly Dunsworth ,3,Abby,Jason Eisener,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2011-05-06
Hobo with a Shotgun,703372,3000000,Gregory Smith ,2,Slick,Jason Eisener,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2011-05-06
Hobo with a Shotgun,703372,3000000,Rutger Hauer,1,Hobo,Jason Eisener,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2011-05-06
Hocus Pocus,39360491,28000000,Kathy Najimy,3,Mary Sanderson,James Horner,Comedy,Original Screenplay,Fantasy,Live Action,0,1993-07-16
Hocus Pocus,39360491,28000000,Sarah Jessica Parker,2,Sarah Sanderson,James Horner,Comedy,Original Screenplay,Fantasy,Live Action,0,1993-07-16
Hocus Pocus,39360491,28000000,Bette Midler,1,Winifred Sanderson,James Horner,Comedy,Original Screenplay,Fantasy,Live Action,0,1993-07-16
Hollywood Homicide,30207785,75000000,Bruce Greenwood,2,Benni Macko,Ron Shelton,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2003-06-13
Hollywood Homicide,30207785,75000000,Josh Hartnett,3,K.C. Calden,Ron Shelton,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2003-06-13
Hollywood Homicide,30207785,75000000,Harrison Ford,1,Joe Gavilian,Ron Shelton,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2003-06-13
Home Alone,285761243,15000000,Macaulay Culkin,1,Kevin ,Chris Columbus,Comedy,Original Screenplay,,Live Action,0,1990-11-16
Home Alone,285761243,15000000,Daniel Stern,3,Marv ,Chris Columbus,Comedy,Original Screenplay,,Live Action,0,1990-11-16
Home Alone,285761243,15000000,Joe Pesci,2,Harry,Chris Columbus,Comedy,Original Screenplay,,Live Action,0,1990-11-16
Home for the Holidays,17468887,20000000,Anne Bancroft,3,Adele Larson,Jodie Foster,Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,1995-11-03
Home for the Holidays,17468887,20000000,Holly Hunter,1,Claudia Larson,Jodie Foster,Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,1995-11-03
Home for the Holidays,17468887,20000000,Robert Downey Jr.,2,Tommy Larson,Jodie Foster,Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,1995-11-03
Home on the Range,50026353,110000000,Judi Dench,2,Mrs. Calloway,,Comedy,Original Screenplay,Kids Fiction,Hand Animation,0,2004-04-02
Home on the Range,50026353,110000000,Cuba Gooding Jr.,1,Buck,,Comedy,Original Screenplay,Kids Fiction,Hand Animation,0,2004-04-02
Home on the Range,50026353,110000000,Randy Quaid,3,Slim,,Comedy,Original Screenplay,Kids Fiction,Hand Animation,0,2004-04-02
Hoodwinked Too: Hood vs. Evil,10143779,30000000,Glenn Close,2,Granny,Mike Disa,Adventure,Based on Folk Tale/Legend/Fairytale,Kids Fiction,Digital Animation,1,2011-04-29
Hoodwinked Too: Hood vs. Evil,10143779,30000000,Hayden Panettiere,1,Red Riding Hood,Mike Disa,Adventure,Based on Folk Tale/Legend/Fairytale,Kids Fiction,Digital Animation,1,2011-04-29
Hoodwinked Too: Hood vs. Evil,10143779,30000000,Patrick Warburton,3,The Big Bad Wolf,Mike Disa,Adventure,Based on Folk Tale/Legend/Fairytale,Kids Fiction,Digital Animation,1,2011-04-29
Hook,119654823,70000000,Dustin Hoffman,1,Captain James S. Hook,Steven Spielberg,Adventure,Based on Fiction Book/Short Story,Kids Fiction,Live Action,0,1991-12-11
Hook,119654823,70000000,Robin Williams,2,Peter Banning,Steven Spielberg,Adventure,Based on Fiction Book/Short Story,Kids Fiction,Live Action,0,1991-12-11
Hook,119654823,70000000,Julia Roberts,3,Tinkerbell,Steven Spielberg,Adventure,Based on Fiction Book/Short Story,Kids Fiction,Live Action,0,1991-12-11
Hop,108085305,63000000,James Marsden,1,Fred O'Hare,Tim Hill,Comedy,Based on Folk Tale/Legend/Fairytale,Kids Fiction,Animation/Live Action,0,2011-04-01
Hop,108085305,63000000,Russell Brand,2,E.B. ,Tim Hill,Comedy,Based on Folk Tale/Legend/Fairytale,Kids Fiction,Animation/Live Action,0,2011-04-01
Hop,108085305,63000000,Kaley Cuoco,3,Sam O'Hare,Tim Hill,Comedy,Based on Folk Tale/Legend/Fairytale,Kids Fiction,Animation/Live Action,0,2011-04-01
Horrible Bosses,117538559,35000000,Charlie Day,2,Dale Arbus,Seth Gordon,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-07-08
Horrible Bosses,117538559,35000000,Jason Sudeikis,3,Kurt Buckman,Seth Gordon,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-07-08
Horrible Bosses,117538559,35000000,Jason Bateman,1,Nick Hendricks,Seth Gordon,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-07-08
Horton Hears a Who,154529439,85000000,Joey King,3,Katie,Jimmy Hayward,Adventure,Based on Fiction Book/Short Story,Fantasy,Digital Animation,0,2008-03-14
Horton Hears a Who,154529439,85000000,Steve Carell,2,The Mayor of Who-Ville,Jimmy Hayward,Adventure,Based on Fiction Book/Short Story,Fantasy,Digital Animation,0,2008-03-14
Horton Hears a Who,154529439,85000000,Jim Carrey,1,Horton,Jimmy Hayward,Adventure,Based on Fiction Book/Short Story,Fantasy,Digital Animation,0,2008-03-14
Hostel,47326473,4800000,Jay Hernandez,1,Paxton,Eli Roth,Horror,Original Screenplay,Contemporary Fiction,Live Action,0,2006-01-06
Hostel,47326473,4800000,Derek Richardson,2,Josh,Eli Roth,Horror,Original Screenplay,Contemporary Fiction,Live Action,0,2006-01-06
Hostel,47326473,4800000,Eythor Gudjonsson,3,Oli,Eli Roth,Horror,Original Screenplay,Contemporary Fiction,Live Action,0,2006-01-06
Hot Tub Time Machine,50269859,36000000,Rob Corddry,2,Lou,,Comedy,Original Screenplay,Fantasy,Live Action,0,2010-03-26
Hot Tub Time Machine,50269859,36000000,John Cusack,1,Adam,,Comedy,Original Screenplay,Fantasy,Live Action,0,2010-03-26
Hot Tub Time Machine,50269859,36000000,Craig Robinson,3,Nick,,Comedy,Original Screenplay,Fantasy,Live Action,0,2010-03-26
Hotel Transylvania,148313048,85000000,Adam Sandler,1,Dracula,Genndy Tartakovsky,Comedy,Original Screenplay,Kids Fiction,Digital Animation,0,2012-09-28
Hotel Transylvania,148313048,85000000,Andy Samberg,2,Johnnystein,Genndy Tartakovsky,Comedy,Original Screenplay,Kids Fiction,Digital Animation,0,2012-09-28
Hotel Transylvania,148313048,85000000,Selena Gomez,3,Mavis,Genndy Tartakovsky,Comedy,Original Screenplay,Kids Fiction,Digital Animation,0,2012-09-28
How Do You Know?,30212620,120000000,Paul Rudd,2,George,James L. Brooks,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2010-12-17
How Do You Know?,30212620,120000000,Reese Witherspoon,1,Lisa,James L. Brooks,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2010-12-17
How Do You Know?,30212620,120000000,Owen Wilson,3,Matty,James L. Brooks,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2010-12-17
How the Grinch Stole Christmas,260044825,123000000,Christine Baranski,3,Martha May Who-vier,Ron Howard,Comedy,Based on Fiction Book/Short Story,Kids Fiction,Live Action,0,2000-11-17
How the Grinch Stole Christmas,260044825,123000000,Jeffrey Tambor,2,Mayor of Whoville,Ron Howard,Comedy,Based on Fiction Book/Short Story,Kids Fiction,Live Action,0,2000-11-17
How the Grinch Stole Christmas,260044825,123000000,Jim Carrey,1,The Grinch,Ron Howard,Comedy,Based on Fiction Book/Short Story,Kids Fiction,Live Action,0,2000-11-17
How to Train Your Dragon,217581231,165000000,Craig Ferguson,3,Gobber,Chris Sanders,Adventure,Based on Fiction Book/Short Story,Fantasy,Digital Animation,0,2010-03-26
How to Train Your Dragon,217581231,165000000,Jay Baruchel,1,Hiccup,Chris Sanders,Adventure,Based on Fiction Book/Short Story,Fantasy,Digital Animation,0,2010-03-26
How to Train Your Dragon,217581231,165000000,Gerard Butler,2,Stoick,Chris Sanders,Adventure,Based on Fiction Book/Short Story,Fantasy,Digital Animation,0,2010-03-26
Hugo,73864507,180000000,Ben Kingsley,1,Georges Mellies,Martin Scorsese,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,0,2011-11-23
Hugo,73864507,180000000,Sacha Baron Cohen,2,Station Inspector,Martin Scorsese,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,0,2011-11-23
Hugo,73864507,180000000,Asa Butterfield,3,Hugo Cabret,Martin Scorsese,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,0,2011-11-23
Hulk,132177234,137000000,Sam Elliott,3,General Ross,Ang Lee,Action,Based on Comic/Graphic Novel,Super Hero,Live Action,0,2003-06-20
Hulk,132177234,137000000,Jennifer Connelly,2,Betty Ross,Ang Lee,Action,Based on Comic/Graphic Novel,Super Hero,Live Action,0,2003-06-20
Hulk,132177234,137000000,Eric Bana,1,Dr. Bruce Banner,Ang Lee,Action,Based on Comic/Graphic Novel,Super Hero,Live Action,0,2003-06-20
I am Legend,256393010,150000000,Dash Mihok,3,Alpha Male,Francis Lawrence,Horror,Based on Fiction Book/Short Story,Science Fiction,Live Action,0,2007-12-14
I am Legend,256393010,150000000,Alice Braga,2,Anna,Francis Lawrence,Horror,Based on Fiction Book/Short Story,Science Fiction,Live Action,0,2007-12-14
I am Legend,256393010,150000000,Will Smith,1,Robert Neville,Francis Lawrence,Horror,Based on Fiction Book/Short Story,Science Fiction,Live Action,0,2007-12-14
I Don't Know How She Does It,9659074,24000000,Sarah Jessica Parker,1,Kate Reddy,Harvey Weinstein,Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2011-09-16
I Don't Know How She Does It,9659074,24000000,Pierce Brosnan,2,Jack Abelhammer,Harvey Weinstein,Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2011-09-16
I Don't Know How She Does It,9659074,24000000,Greg Kinnear,3,Richard Reddy,Harvey Weinstein,Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2011-09-16
I Hope They Serve Beer in Hell,1429299,7000000,Jesse Bradford,2,,Bob Gosse,Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2009-10-16
I Hope They Serve Beer in Hell,1429299,7000000,Matt Czuchry,1,Tucker Max,Bob Gosse,Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2009-10-16
I Love You Man,71440011,40000000,Rashida Jones,3,Zooey Rice,John Hamburg,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2009-03-20
I Love You Man,71440011,40000000,Jason Segel,2,Sydney Fife,John Hamburg,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2009-03-20
I Love You Man,71440011,40000000,Paul Rudd,1,Peter Klaven,John Hamburg,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2009-03-20
I Love You Phillip Morris,2037459,13000000,Leslie Mann,3,Debbie,Andrew Lazar,Comedy,Based on Real Life Events,Contemporary Fiction,Live Action,0,2010-12-03
I Love You Phillip Morris,2037459,13000000,Ewan McGregor,2,Phillip Morris,Andrew Lazar,Comedy,Based on Real Life Events,Contemporary Fiction,Live Action,0,2010-12-03
I Love You Phillip Morris,2037459,13000000,Jim Carrey,1,Steven Russell,Andrew Lazar,Comedy,Based on Real Life Events,Contemporary Fiction,Live Action,0,2010-12-03
I Now Pronounce You Chuck and Larry,119725280,85000000,Adam Sandler,1,Chuck Levine,Dennis Dugan,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2007-07-20
I Now Pronounce You Chuck and Larry,119725280,85000000,Jessica Biel,3,Alex McDonough,Dennis Dugan,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2007-07-20
I Now Pronounce You Chuck and Larry,119725280,85000000,Kevin James,2,Larry Valentine,Dennis Dugan,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2007-07-20
I Spit on Your Grave,93051,1750000,Jeff Branson,2,Johnny,Lisa Hansen,Horror,Remake,Contemporary Fiction,Live Action,0,2010-10-08
I Spit on Your Grave,93051,1750000,Sarah Butler,1,Jennifer,Lisa Hansen,Horror,Remake,Contemporary Fiction,Live Action,0,2010-10-08
I Spit on Your Grave,93051,1750000,Andrew Howard,3,Sheriff,Lisa Hansen,Horror,Remake,Contemporary Fiction,Live Action,0,2010-10-08
I Want Your Money,433588,400000,Andrew Breitbart,1,Himself,Doug Stebleton,Documentary,Based on Real Life Events,Factual,Live Action,0,2010-10-15
I Want Your Money,433588,400000,Newt Gingrich,2,Himself,Doug Stebleton,Documentary,Based on Real Life Events,Factual,Live Action,0,2010-10-15
